transaction_id,store_id,fecha,mes,dia_semana,hora,ubicacion_tienda,tipo_zona,producto,categoria_producto,precio_unitario,tipo_promocion,clima,cantidad_vendida,prediccion
T02226,S003,2023-01-02,1,Monday,19,Arequipa,Comercial,Doritos,Snacks,4.5,Ninguno,Soleado,3,3.069913115339393
T09057,S008,2023-12-27,12,Wednesday,15,Piura,Comercial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,1,3.069913115339393
T04827,S001,2023-06-28,6,Wednesday,9,Cusco,Mixta,Pilsen,Alcohol,6.0,Ninguno,Nublado,1,3.069913115339393
T07622,S003,2023-07-02,7,Sunday,22,Trujillo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,2,3.069913115339393
T09689,S003,2023-02-25,2,Saturday,8,Huancayo,Mixta,Doritos,Snacks,4.5,Combo,Soleado,4,3.1299790404551886
T05500,S007,2023-03-30,3,Thursday,17,Trujillo,Mixta,Lays,Snacks,4.2,Ninguno,Lluvioso,2,3.069913115339393
T09700,S001,2023-10-08,10,Sunday,16,Arequipa,Comercial,Hot Dog,Comidas,7.5,2x1,Soleado,4,3.6395364220811572
T08479,S005,2023-05-14,5,Sunday,12,Trujillo,Comercial,Pilsen,Alcohol,6.0,Combo,Soleado,5,3.1299790404551886
T05502,S008,2023-04-25,4,Tuesday,12,Huancayo,Residencial,Pilsen,Alcohol,6.0,2x1,Soleado,4,3.6395364220811572
T01210,S003,2023-10-20,10,Friday,19,Cusco,Mixta,Paracetamol,Farmacia,5.0,2x1,Lluvioso,4,3.6395364220811572
T09084,S009,2023-12-19,12,Tuesday,15,Trujillo,Comercial,Shampoo,Aseo,12.0,Descuento,Soleado,5,2.9342250040212243
T02289,S002,2023-11-06,11,Monday,16,Piura,Comercial,Pilsen,Alcohol,6.0,Combo,Lluvioso,3,3.1299790404551886
T02184,S007,2023-05-24,5,Wednesday,9,Piura,Comercial,Jabon,Aseo,4.5,2x1,Nublado,3,3.6395364220811572
T02863,S009,2023-10-08,10,Sunday,10,Trujillo,Mixta,Paracetamol,Farmacia,5.0,Combo,Nublado,2,3.1299790404551886
T06862,S004,2023-08-28,8,Monday,14,Trujillo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,3,3.069913115339393
T02363,S009,2023-07-21,7,Friday,16,Huancayo,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,6,3.069913115339393
T08464,S010,2023-01-22,1,Sunday,9,Trujillo,Residencial,Oreo,Snacks,3.8,Ninguno,Nublado,2,3.069913115339393
T06333,S008,2023-06-05,6,Monday,7,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,1,3.069913115339393
T04065,S004,2023-04-06,4,Thursday,8,Cusco,Mixta,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,5,3.069913115339393
T09546,S006,2023-05-09,5,Tuesday,8,Cusco,Mixta,Cristal,Alcohol,5.5,2x1,Soleado,4,3.6395364220811572
T00618,S005,2023-10-26,10,Thursday,8,Piura,Mixta,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,5,3.069913115339393
T03282,S005,2023-08-21,8,Monday,17,Arequipa,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,5,3.069913115339393
T05226,S010,2023-03-02,3,Thursday,10,Huancayo,Mixta,Agua 625ml,Bebidas,2.0,2x1,Nublado,3,3.6395364220811572
T03398,S004,2023-07-25,7,Tuesday,8,Trujillo,Mixta,Coca Cola 500ml,Bebidas,3.5,2x1,Soleado,6,3.6395364220811572
T03066,S004,2023-03-06,3,Monday,7,Trujillo,Mixta,Gatorade,Bebidas,4.0,Ninguno,Soleado,5,3.069913115339393
T00767,S003,2023-09-13,9,Wednesday,11,Lima,Mixta,Gatorade,Bebidas,4.0,Combo,Lluvioso,2,3.1299790404551886
T07079,S003,2023-08-22,8,Tuesday,16,Lima,Comercial,Jabon,Aseo,4.5,Descuento,Nublado,4,2.855008734179954
T05279,S001,2023-11-30,11,Thursday,20,Huancayo,Mixta,Sandwich,Comidas,8.0,Ninguno,Nublado,3,3.069913115339393
T04150,S005,2023-04-01,4,Saturday,7,Huancayo,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,2,3.069913115339393
T01144,S002,2023-11-18,11,Saturday,7,Trujillo,Mixta,Empanada,Comidas,6.5,Combo,Nublado,6,3.1299790404551886
T04249,S005,2023-10-28,10,Saturday,14,Lima,Residencial,Cristal,Alcohol,5.5,Ninguno,Nublado,2,3.069913115339393
T04111,S010,2023-08-12,8,Saturday,7,Arequipa,Mixta,Jabon,Aseo,4.5,2x1,Soleado,2,3.6395364220811572
T00463,S008,2023-10-14,10,Saturday,22,Lima,Residencial,Cristal,Alcohol,5.5,2x1,Lluvioso,4,3.6395364220811572
T02933,S007,2023-05-07,5,Sunday,7,Huancayo,Mixta,Shampoo,Aseo,12.0,Descuento,Soleado,1,2.9348382796344996
T04624,S009,2023-12-18,12,Monday,21,Arequipa,Residencial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Soleado,2,3.069913115339393
T03814,S009,2023-03-25,3,Saturday,20,Trujillo,Comercial,Jabon,Aseo,4.5,Combo,Lluvioso,1,3.1299790404551886
T06309,S005,2023-01-14,1,Saturday,11,Cusco,Residencial,Jabon,Aseo,4.5,Ninguno,Nublado,1,3.069913115339393
T04342,S008,2023-05-22,5,Monday,7,Arequipa,Comercial,Doritos,Snacks,4.5,Ninguno,Lluvioso,3,3.069913115339393
T05300,S002,2023-04-28,4,Friday,14,Cusco,Mixta,Lays,Snacks,4.2,Ninguno,Soleado,2,3.069913115339393
T06805,S007,2023-05-10,5,Wednesday,13,Cusco,Mixta,Empanada,Comidas,6.5,2x1,Soleado,3,3.8361852156468417
T03283,S003,2023-11-07,11,Tuesday,15,Huancayo,Residencial,Lays,Snacks,4.2,Ninguno,Lluvioso,1,3.2426472606564865
T02575,S009,2023-05-09,5,Tuesday,22,Piura,Comercial,Ibuprofeno,Farmacia,6.0,Descuento,Nublado,2,2.931050400846621
T07962,S006,2023-10-13,10,Friday,16,Huancayo,Residencial,Empanada,Comidas,6.5,Ninguno,Soleado,1,3.069913115339393
T07880,S005,2023-05-25,5,Thursday,21,Huancayo,Mixta,Agua 625ml,Bebidas,2.0,Descuento,Lluvioso,2,3.1002375112020575
T00829,S008,2023-01-15,1,Sunday,14,Cusco,Mixta,Oreo,Snacks,3.8,Descuento,Nublado,2,2.889802728593362
T06487,S008,2023-07-19,7,Wednesday,20,Lima,Residencial,Hot Dog,Comidas,7.5,Ninguno,Soleado,5,3.069913115339393
T07600,S005,2023-08-29,8,Tuesday,22,Arequipa,Comercial,Lays,Snacks,4.2,Ninguno,Lluvioso,2,3.069913115339393
T02541,S010,2023-01-09,1,Monday,7,Lima,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,5,3.069913115339393
T05746,S003,2023-10-09,10,Monday,17,Arequipa,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,1,3.069913115339393
T08527,S008,2023-01-06,1,Friday,9,Cusco,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3,3.069913115339393
T09566,S006,2023-01-17,1,Tuesday,10,Huancayo,Comercial,Ibuprofeno,Farmacia,6.0,Combo,Soleado,4,3.327895707121855
T03743,S009,2023-11-16,11,Thursday,9,Trujillo,Comercial,Oreo,Snacks,3.8,Ninguno,Nublado,4,3.069913115339393
T07499,S002,2023-07-16,7,Sunday,16,Trujillo,Mixta,Empanada,Comidas,6.5,Ninguno,Soleado,2,3.069913115339393
T03525,S003,2023-06-17,6,Saturday,19,Piura,Residencial,Chocolate,Snacks,4.0,Ninguno,Soleado,3,3.069913115339393
T00021,S002,2023-08-13,8,Sunday,21,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3,3.069913115339393
T01916,S005,2023-06-14,6,Wednesday,18,Piura,Mixta,Jabon,Aseo,4.5,Ninguno,Nublado,2,3.069913115339393
T06572,S003,2023-10-12,10,Thursday,18,Cusco,Residencial,Lays,Snacks,4.2,2x1,Lluvioso,5,3.6395364220811572
T09019,S007,2023-01-14,1,Saturday,14,Piura,Residencial,Ibuprofeno,Farmacia,6.0,2x1,Soleado,4,3.6395364220811572
T02013,S008,2023-12-12,12,Tuesday,9,Trujillo,Comercial,Jabon,Aseo,4.5,Descuento,Soleado,4,2.9342250040212243
T05405,S009,2023-09-21,9,Thursday,21,Lima,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,1,3.069913115339393
T01295,S003,2023-06-14,6,Wednesday,10,Huancayo,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,2,3.069913115339393
T03746,S001,2023-04-16,4,Sunday,8,Piura,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,1,3.069913115339393
T00592,S010,2023-02-24,2,Friday,22,Huancayo,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,3,3.069913115339393
T01406,S001,2023-10-13,10,Friday,20,Arequipa,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,2,3.069913115339393
T00222,S004,2023-01-24,1,Tuesday,19,Arequipa,Mixta,Cristal,Alcohol,5.5,Ninguno,Nublado,6,3.069913115339393
T05617,S010,2023-05-16,5,Tuesday,14,Cusco,Mixta,Jabon,Aseo,4.5,Ninguno,Soleado,6,3.069913115339393
T06249,S009,2023-06-07,6,Wednesday,9,Cusco,Mixta,Sandwich,Comidas,8.0,Descuento,Lluvioso,2,2.9348382796344996
T04419,S003,2023-06-17,6,Saturday,7,Cusco,Residencial,Lays,Snacks,4.2,Ninguno,Nublado,6,3.069913115339393
T00859,S003,2023-03-26,3,Sunday,17,Trujillo,Mixta,Hot Dog,Comidas,7.5,Combo,Lluvioso,5,3.1299790404551886
T01784,S004,2023-01-19,1,Thursday,19,Lima,Mixta,Oreo,Snacks,3.8,Ninguno,Soleado,3,3.069913115339393
T07260,S006,2023-04-29,4,Saturday,7,Lima,Mixta,Ibuprofeno,Farmacia,6.0,2x1,Nublado,3,3.6395364220811572
T06857,S006,2023-05-15,5,Monday,15,Trujillo,Mixta,Ibuprofeno,Farmacia,6.0,Combo,Nublado,3,3.1299790404551886
T01955,S010,2023-12-03,12,Sunday,16,Trujillo,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3,3.069913115339393
T01747,S003,2023-03-03,3,Friday,7,Huancayo,Residencial,Oreo,Snacks,3.8,Ninguno,Nublado,3,3.069913115339393
T03133,S003,2023-06-29,6,Thursday,10,Huancayo,Mixta,Sandwich,Comidas,8.0,Ninguno,Lluvioso,6,3.069913115339393
T08037,S003,2023-10-07,10,Saturday,11,Piura,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3,3.069913115339393
T08851,S010,2023-04-30,4,Sunday,16,Arequipa,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2,3.069913115339393
T00994,S007,2023-07-15,7,Saturday,13,Piura,Comercial,Shampoo,Aseo,12.0,Ninguno,Soleado,2,3.069913115339393
T06109,S002,2023-12-28,12,Thursday,22,Trujillo,Comercial,Inca Kola 500ml,Bebidas,3.2,2x1,Nublado,4,3.6395364220811572
T00731,S008,2023-12-28,12,Thursday,16,Huancayo,Residencial,Doritos,Snacks,4.5,2x1,Soleado,5,3.6395364220811572
T06975,S006,2023-09-22,9,Friday,22,Trujillo,Mixta,Sandwich,Comidas,8.0,2x1,Soleado,2,3.6395364220811572
T06274,S005,2023-07-21,7,Friday,9,Lima,Comercial,Gatorade,Bebidas,4.0,Ninguno,Soleado,3,3.069913115339393
T06752,S002,2023-02-18,2,Saturday,18,Arequipa,Comercial,Gatorade,Bebidas,4.0,Ninguno,Nublado,4,3.069913115339393
T03510,S001,2023-05-14,5,Sunday,19,Cusco,Comercial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,5,3.069913115339393
T03534,S002,2023-12-14,12,Thursday,19,Arequipa,Residencial,Chocolate,Snacks,4.0,Ninguno,Lluvioso,1,3.069913115339393
T02514,S006,2023-10-13,10,Friday,7,Huancayo,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,4,3.069913115339393
T05436,S007,2023-07-01,7,Saturday,19,Trujillo,Residencial,Sandwich,Comidas,8.0,Ninguno,Soleado,3,3.069913115339393
T03626,S006,2023-08-18,8,Friday,14,Cusco,Comercial,Inca Kola 500ml,Bebidas,3.2,2x1,Soleado,4,3.6395364220811572
T00466,S004,2023-03-03,3,Friday,19,Huancayo,Comercial,Oreo,Snacks,3.8,Ninguno,Soleado,2,3.069913115339393
T06756,S010,2023-02-02,2,Thursday,19,Piura,Mixta,Shampoo,Aseo,12.0,Ninguno,Soleado,1,3.069913115339393
T06760,S002,2023-01-08,1,Sunday,9,Trujillo,Comercial,Lays,Snacks,4.2,Ninguno,Nublado,1,3.069913115339393
T07992,S004,2023-09-05,9,Tuesday,13,Huancayo,Comercial,Jabon,Aseo,4.5,2x1,Nublado,3,3.6395364220811572
T00158,S007,2023-02-15,2,Wednesday,20,Trujillo,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,1,3.069913115339393
T03961,S009,2023-09-24,9,Sunday,15,Lima,Residencial,Lays,Snacks,4.2,Descuento,Lluvioso,3,2.889802728593362
T08833,S003,2023-01-19,1,Thursday,14,Piura,Mixta,Shampoo,Aseo,12.0,Ninguno,Soleado,3,3.069913115339393
T05470,S009,2023-11-22,11,Wednesday,10,Huancayo,Mixta,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,3,3.069913115339393
T00186,S006,2023-03-15,3,Wednesday,16,Piura,Mixta,Jabon,Aseo,4.5,Ninguno,Nublado,1,3.069913115339393
T01002,S005,2023-05-28,5,Sunday,21,Cusco,Mixta,Coca Cola 500ml,Bebidas,3.5,2x1,Soleado,3,3.6395364220811572
T09508,S003,2023-08-28,8,Monday,7,Piura,Comercial,Inca Kola 500ml,Bebidas,3.2,Descuento,Lluvioso,4,2.889802728593362
T05623,S003,2023-03-04,3,Saturday,17,Cusco,Residencial,Pilsen,Alcohol,6.0,Ninguno,Nublado,2,3.069913115339393
T00401,S005,2023-07-15,7,Saturday,18,Cusco,Comercial,Lays,Snacks,4.2,Ninguno,Nublado,3,3.069913115339393
T06241,S007,2023-10-28,10,Saturday,19,Huancayo,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,2,3.069913115339393
T08941,S008,2023-09-03,9,Sunday,10,Cusco,Comercial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,4,3.069913115339393
T09933,S005,2023-04-11,4,Tuesday,9,Trujillo,Mixta,Oreo,Snacks,3.8,Combo,Nublado,2,3.1299790404551886
T07343,S009,2023-09-06,9,Wednesday,13,Lima,Mixta,Lays,Snacks,4.2,Ninguno,Nublado,2,3.069913115339393
T09832,S007,2023-07-15,7,Saturday,17,Arequipa,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,1,3.069913115339393
T08467,S001,2023-10-21,10,Saturday,9,Huancayo,Mixta,Sandwich,Comidas,8.0,Descuento,Soleado,4,2.9342250040212243
T08757,S009,2023-12-16,12,Saturday,7,Cusco,Mixta,Jabon,Aseo,4.5,Ninguno,Soleado,4,3.069913115339393
T07959,S003,2023-05-05,5,Friday,17,Cusco,Residencial,Pilsen,Alcohol,6.0,2x1,Nublado,3,3.6395364220811572
T01250,S004,2023-09-23,9,Saturday,20,Lima,Residencial,Shampoo,Aseo,12.0,2x1,Soleado,2,3.6395364220811572
T03144,S003,2023-09-01,9,Friday,18,Cusco,Comercial,Agua 625ml,Bebidas,2.0,2x1,Soleado,7,3.6395364220811572
T07431,S001,2023-02-04,2,Saturday,12,Lima,Mixta,Hot Dog,Comidas,7.5,Ninguno,Nublado,4,3.069913115339393
T00060,S008,2023-05-07,5,Sunday,15,Huancayo,Residencial,Cristal,Alcohol,5.5,Descuento,Nublado,2,2.889802728593362
T07856,S007,2023-06-01,6,Thursday,18,Piura,Comercial,Jabon,Aseo,4.5,2x1,Soleado,3,3.6395364220811572
T01113,S003,2023-03-09,3,Thursday,10,Piura,Comercial,Ibuprofeno,Farmacia,6.0,Descuento,Lluvioso,3,2.889802728593362
T03058,S004,2023-01-15,1,Sunday,17,Arequipa,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3,3.069913115339393
T09569,S001,2023-10-27,10,Friday,20,Lima,Comercial,Gatorade,Bebidas,4.0,Descuento,Nublado,5,2.9342250040212243
T01328,S002,2023-11-23,11,Thursday,13,Arequipa,Mixta,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,4,3.069913115339393
T04995,S001,2023-11-19,11,Sunday,8,Trujillo,Residencial,Agua 625ml,Bebidas,2.0,2x1,Nublado,4,3.6395364220811572
T06683,S010,2023-05-18,5,Thursday,9,Arequipa,Mixta,Lays,Snacks,4.2,Ninguno,Lluvioso,2,3.069913115339393
T02073,S006,2023-06-07,6,Wednesday,9,Arequipa,Comercial,Hot Dog,Comidas,7.5,Ninguno,Nublado,2,3.069913115339393
T04794,S005,2023-07-12,7,Wednesday,13,Cusco,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,4,3.069913115339393
T06830,S009,2023-02-11,2,Saturday,7,Trujillo,Residencial,Coca Cola 500ml,Bebidas,3.5,2x1,Lluvioso,3,3.6395364220811572
T09629,S001,2023-02-28,2,Tuesday,8,Cusco,Residencial,Lays,Snacks,4.2,Descuento,Nublado,2,2.855008734179954
T08219,S009,2023-11-16,11,Thursday,10,Piura,Residencial,Cristal,Alcohol,5.5,Ninguno,Nublado,3,3.069913115339393
T07568,S009,2023-03-31,3,Friday,11,Arequipa,Mixta,Ibuprofeno,Farmacia,6.0,Descuento,Nublado,3,2.889802728593362
T05922,S002,2023-12-23,12,Saturday,21,Cusco,Residencial,Doritos,Snacks,4.5,2x1,Soleado,4,3.6395364220811572
T01551,S006,2023-09-07,9,Thursday,21,Trujillo,Comercial,Hot Dog,Comidas,7.5,Ninguno,Soleado,3,3.069913115339393
T01009,S005,2024-01-01,1,Monday,21,Piura,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,2,3.069913115339393
T03756,S002,2023-02-08,2,Wednesday,19,Trujillo,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,6,3.069913115339393
T08682,S004,2023-10-10,10,Tuesday,16,Piura,Mixta,Cristal,Alcohol,5.5,Ninguno,Nublado,5,3.069913115339393
T09343,S006,2023-01-22,1,Sunday,9,Cusco,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3,3.069913115339393
T08010,S003,2023-04-04,4,Tuesday,18,Trujillo,Mixta,Jabon,Aseo,4.5,Ninguno,Lluvioso,3,3.069913115339393
T03861,S005,2023-09-11,9,Monday,20,Trujillo,Mixta,Lays,Snacks,4.2,Ninguno,Lluvioso,1,3.069913115339393
T03149,S009,2023-04-21,4,Friday,15,Trujillo,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,3,3.069913115339393
T02520,S003,2023-09-09,9,Saturday,16,Lima,Comercial,Jabon,Aseo,4.5,Descuento,Nublado,3,2.889802728593362
T03128,S005,2023-07-02,7,Sunday,7,Arequipa,Residencial,Jabon,Aseo,4.5,2x1,Nublado,4,3.6395364220811572
T09085,S007,2023-09-18,9,Monday,7,Cusco,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,2,3.069913115339393
T05316,S009,2023-01-02,1,Monday,15,Cusco,Residencial,Inca Kola 500ml,Bebidas,3.2,Combo,Soleado,1,3.1299790404551886
T01195,S007,2023-01-19,1,Thursday,13,Huancayo,Mixta,Jabon,Aseo,4.5,Combo,Soleado,3,3.1299790404551886
T09051,S001,2023-09-23,9,Saturday,22,Cusco,Mixta,Oreo,Snacks,3.8,2x1,Lluvioso,2,3.6395364220811572
T00879,S010,2023-04-06,4,Thursday,13,Arequipa,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,3,3.069913115339393
T06990,S003,2023-08-14,8,Monday,16,Piura,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,3,3.069913115339393
T02488,S005,2023-02-24,2,Friday,19,Huancayo,Residencial,Jabon,Aseo,4.5,Descuento,Soleado,3,2.889802728593362
T02841,S006,2023-10-21,10,Saturday,15,Trujillo,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,2,3.069913115339393
T04330,S006,2023-12-31,12,Sunday,9,Cusco,Comercial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3,3.069913115339393
T02931,S003,2023-06-02,6,Friday,10,Huancayo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,2,3.069913115339393
T06425,S004,2023-08-13,8,Sunday,21,Arequipa,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,3,3.069913115339393
T02486,S006,2023-06-29,6,Thursday,10,Trujillo,Mixta,Hot Dog,Comidas,7.5,2x1,Nublado,5,3.6395364220811572
T05747,S009,2023-10-02,10,Monday,7,Trujillo,Comercial,Shampoo,Aseo,12.0,2x1,Lluvioso,3,3.6395364220811572
T00883,S009,2023-11-29,11,Wednesday,14,Piura,Residencial,Paracetamol,Farmacia,5.0,Descuento,Nublado,1,2.9342250040212243
T04914,S007,2023-07-06,7,Thursday,18,Piura,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3,3.069913115339393
T06211,S004,2023-06-07,6,Wednesday,9,Huancayo,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,4,3.069913115339393
T09578,S004,2023-10-23,10,Monday,21,Lima,Residencial,Hot Dog,Comidas,7.5,2x1,Soleado,3,3.6395364220811572
T00212,S010,2023-10-31,10,Tuesday,11,Arequipa,Mixta,Paracetamol,Farmacia,5.0,2x1,Soleado,3,3.6395364220811572
T02276,S001,2023-04-04,4,Tuesday,10,Cusco,Comercial,Hot Dog,Comidas,7.5,Combo,Soleado,2,3.1299790404551886
T02329,S006,2023-08-07,8,Monday,16,Trujillo,Comercial,Paracetamol,Farmacia,5.0,Combo,Lluvioso,4,3.1299790404551886
T04950,S003,2023-07-21,7,Friday,13,Huancayo,Residencial,Paracetamol,Farmacia,5.0,Descuento,Nublado,1,2.889802728593362
T03320,S005,2023-10-14,10,Saturday,12,Lima,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,5,3.069913115339393
T09834,S010,2023-05-25,5,Thursday,13,Trujillo,Comercial,Hot Dog,Comidas,7.5,Combo,Lluvioso,1,3.31975343967049
T04608,S004,2023-10-02,10,Monday,17,Arequipa,Comercial,Chocolate,Snacks,4.0,Ninguno,Nublado,5,3.069913115339393
T01438,S008,2023-11-02,11,Thursday,19,Huancayo,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,5,3.069913115339393
T00468,S010,2023-01-03,1,Tuesday,8,Cusco,Mixta,Chocolate,Snacks,4.0,Combo,Soleado,4,3.1299790404551886
T05466,S006,2023-10-01,10,Sunday,21,Lima,Mixta,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,2,3.069913115339393
T03330,S009,2023-12-30,12,Saturday,17,Huancayo,Mixta,Sandwich,Comidas,8.0,2x1,Nublado,5,3.6395364220811572
T05828,S010,2023-12-23,12,Saturday,12,Cusco,Mixta,Shampoo,Aseo,12.0,Ninguno,Nublado,3,3.069913115339393
T08608,S006,2023-05-06,5,Saturday,17,Cusco,Mixta,Sandwich,Comidas,8.0,Ninguno,Soleado,3,3.069913115339393
T00697,S010,2023-10-16,10,Monday,15,Piura,Mixta,Ibuprofeno,Farmacia,6.0,2x1,Soleado,5,3.6395364220811572
T07268,S002,2023-01-18,1,Wednesday,9,Trujillo,Comercial,Gatorade,Bebidas,4.0,Ninguno,Soleado,1,3.069913115339393
T09145,S004,2023-01-18,1,Wednesday,21,Huancayo,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,2,3.069913115339393
T08181,S009,2023-10-02,10,Monday,21,Arequipa,Residencial,Jabon,Aseo,4.5,Ninguno,Soleado,2,3.069913115339393
T09939,S010,2023-06-13,6,Tuesday,10,Lima,Residencial,Oreo,Snacks,3.8,Combo,Lluvioso,5,3.1299790404551886
T01314,S006,2023-02-09,2,Thursday,15,Piura,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,3,3.069913115339393
T02302,S010,2023-03-20,3,Monday,18,Piura,Mixta,Hot Dog,Comidas,7.5,Combo,Lluvioso,2,3.1299790404551886
T02040,S010,2023-06-16,6,Friday,12,Trujillo,Residencial,Doritos,Snacks,4.5,Ninguno,Lluvioso,4,3.069913115339393
T07109,S006,2023-06-26,6,Monday,12,Lima,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Nublado,4,3.069913115339393
T03667,S007,2023-09-03,9,Sunday,9,Lima,Residencial,Doritos,Snacks,4.5,Ninguno,Lluvioso,1,3.069913115339393
T00914,S006,2023-02-23,2,Thursday,17,Cusco,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2,3.069913115339393
T00013,S010,2023-03-20,3,Monday,12,Lima,Comercial,Coca Cola 500ml,Bebidas,3.5,2x1,Nublado,6,3.6395364220811572
T08584,S004,2023-01-29,1,Sunday,20,Lima,Comercial,Ibuprofeno,Farmacia,6.0,2x1,Soleado,3,3.6395364220811572
T06428,S003,2023-06-21,6,Wednesday,7,Cusco,Mixta,Gatorade,Bebidas,4.0,Ninguno,Soleado,7,3.069913115339393
T01537,S003,2023-11-13,11,Monday,20,Piura,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,4,3.069913115339393
T00737,S009,2023-08-21,8,Monday,8,Piura,Residencial,Sandwich,Comidas,8.0,2x1,Soleado,5,3.6395364220811572
T08202,S009,2023-02-19,2,Sunday,7,Lima,Comercial,Paracetamol,Farmacia,5.0,Descuento,Nublado,2,2.889802728593362
T08653,S009,2023-08-15,8,Tuesday,9,Trujillo,Residencial,Jabon,Aseo,4.5,2x1,Nublado,4,3.6395364220811572
T00454,S003,2023-07-03,7,Monday,7,Cusco,Comercial,Chocolate,Snacks,4.0,2x1,Soleado,2,3.6395364220811572
T04346,S009,2023-11-14,11,Tuesday,7,Piura,Residencial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,4,3.069913115339393
T00927,S009,2023-09-01,9,Friday,7,Piura,Residencial,Inca Kola 500ml,Bebidas,3.2,2x1,Nublado,4,3.6395364220811572
T06292,S007,2023-10-28,10,Saturday,8,Trujillo,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,5,3.069913115339393
T08282,S009,2023-12-23,12,Saturday,12,Arequipa,Comercial,Cristal,Alcohol,5.5,Ninguno,Nublado,5,3.069913115339393
T08723,S010,2023-09-05,9,Tuesday,12,Cusco,Mixta,Oreo,Snacks,3.8,2x1,Nublado,4,3.6395364220811572
T06474,S001,2023-08-03,8,Thursday,14,Lima,Comercial,Gatorade,Bebidas,4.0,Ninguno,Soleado,4,3.069913115339393
T00038,S006,2023-05-20,5,Saturday,16,Piura,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,6,3.069913115339393
T05770,S004,2023-09-17,9,Sunday,10,Piura,Comercial,Sandwich,Comidas,8.0,2x1,Nublado,5,3.6395364220811572
T02555,S002,2023-07-05,7,Wednesday,7,Trujillo,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,3,3.069913115339393
T07633,S006,2023-04-28,4,Friday,16,Arequipa,Mixta,Lays,Snacks,4.2,Ninguno,Nublado,3,3.069913115339393
T09999,S002,2023-08-09,8,Wednesday,11,Cusco,Mixta,Shampoo,Aseo,12.0,Ninguno,Soleado,4,3.069913115339393
