transaction_id,store_id,fecha,mes,dia_semana,hora,ubicacion_tienda,tipo_zona,producto,categoria_producto,precio_unitario,tipo_promocion,clima,cantidad_vendida
T05194,S004,2023-09-11,9,Monday,17:10,Trujillo,Mixta,Cristal,Alcohol,5.5,2x1,Lluvioso,3
T05195,S006,2023-07-19,7,Wednesday,10:51,Arequipa,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,6
T05196,S010,2023-09-17,9,Sunday,18:28,Piura,Mixta,Paracetamol,Farmacia,5.0,Combo,Soleado,3
T05197,S006,2023-11-06,11,Monday,07:06,Lima,Comercial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,2
T05198,S009,2023-03-26,3,Sunday,22:59,Huancayo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3
T05199,S002,2023-06-19,6,Monday,14:12,Huancayo,Comercial,Sandwich,Comidas,8.0,Combo,Lluvioso,2
T05200,S008,2023-12-07,12,Thursday,13:41,Arequipa,Comercial,Doritos,Snacks,4.5,Ninguno,Soleado,1
T05201,S001,2023-02-18,2,Saturday,21:24,Piura,Residencial,Shampoo,Aseo,12.0,Ninguno,Soleado,6
T05202,S010,2023-03-29,3,Wednesday,22:33,Trujillo,Comercial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,4
T05203,S003,2023-01-29,1,Sunday,07:22,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,2
T05204,S001,2023-11-29,11,Wednesday,20:12,Arequipa,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,5
T05205,S003,2023-03-29,3,Wednesday,21:40,Huancayo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,1
T05206,S010,2023-04-06,4,Thursday,12:25,Cusco,Comercial,Ibuprofeno,Farmacia,6.0,Combo,Soleado,3
T05207,S004,2023-06-28,6,Wednesday,12:42,Trujillo,Comercial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Soleado,1
T05208,S002,2023-08-16,8,Wednesday,17:28,Arequipa,Mixta,Paracetamol,Farmacia,5.0,2x1,Nublado,6
T05209,S002,2023-11-08,11,Wednesday,15:51,Trujillo,Mixta,Sandwich,Comidas,8.0,Descuento,Lluvioso,5
T05210,S004,2023-06-11,6,Sunday,19:11,Trujillo,Comercial,Cristal,Alcohol,5.5,2x1,Soleado,4
T05211,S006,2023-09-10,9,Sunday,21:42,Cusco,Residencial,Jabon,Aseo,4.5,Ninguno,Lluvioso,3
T05212,S001,2023-09-28,9,Thursday,17:00,Arequipa,Mixta,Ibuprofeno,Farmacia,6.0,2x1,Soleado,5
T05213,S001,2023-06-28,6,Wednesday,09:41,Piura,Residencial,Jabon,Aseo,4.5,Combo,Lluvioso,2
T05214,S010,2023-08-20,8,Sunday,11:01,Lima,Comercial,Shampoo,Aseo,12.0,Ninguno,Nublado,5
T05215,S007,2023-08-01,8,Tuesday,20:58,Cusco,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,1
T05216,S005,2023-01-05,1,Thursday,09:46,Piura,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3
T05217,S008,2023-04-05,4,Wednesday,19:41,Cusco,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Nublado,1
T05218,S004,2023-08-03,8,Thursday,19:23,Huancayo,Residencial,Cristal,Alcohol,5.5,2x1,Lluvioso,2
T05219,S006,2023-09-03,9,Sunday,16:05,Lima,Comercial,Ibuprofeno,Farmacia,6.0,Descuento,Lluvioso,7
T05220,S010,2023-01-11,1,Wednesday,11:15,Arequipa,Comercial,Sandwich,Comidas,8.0,Ninguno,Lluvioso,3
T05221,S007,2023-06-09,6,Friday,22:40,Lima,Comercial,Doritos,Snacks,4.5,Ninguno,Nublado,2
T05222,S005,2023-04-23,4,Sunday,07:20,Piura,Mixta,Chocolate,Snacks,4.0,Ninguno,Lluvioso,3
T05223,S007,2023-12-30,12,Saturday,09:40,Piura,Mixta,Gatorade,Bebidas,4.0,Descuento,Soleado,5
T05224,S002,2023-02-27,2,Monday,18:55,Lima,Comercial,Gatorade,Bebidas,4.0,Ninguno,Nublado,2
T05225,S008,2023-11-06,11,Monday,08:14,Lima,Comercial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,6
T05226,S010,2023-03-02,3,Thursday,10:29,Huancayo,Mixta,Agua 625ml,Bebidas,2.0,2x1,Nublado,3
T05227,S005,2023-12-12,12,Tuesday,13:06,Cusco,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,1
T05228,S010,2023-12-11,12,Monday,08:35,Cusco,Residencial,Shampoo,Aseo,12.0,Ninguno,Soleado,2
T05229,S008,2023-01-10,1,Tuesday,22:34,Cusco,Mixta,Oreo,Snacks,3.8,Ninguno,Lluvioso,2
T05230,S007,2023-05-12,5,Friday,13:29,Trujillo,Mixta,Jabon,Aseo,4.5,Ninguno,Nublado,1
T05231,S003,2023-04-01,4,Saturday,21:16,Huancayo,Residencial,Shampoo,Aseo,12.0,Combo,Soleado,5
T05232,S006,2023-02-03,2,Friday,17:16,Trujillo,Comercial,Gatorade,Bebidas,4.0,Ninguno,Soleado,2
T05233,S002,2023-04-21,4,Friday,19:28,Lima,Comercial,Inca Kola 500ml,Bebidas,3.2,Descuento,Nublado,3
T05234,S009,2023-05-22,5,Monday,07:34,Piura,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,5
T05235,S002,2023-11-25,11,Saturday,10:41,Cusco,Comercial,Sandwich,Comidas,8.0,Ninguno,Soleado,3
T05236,S004,2023-12-10,12,Sunday,12:42,Huancayo,Residencial,Shampoo,Aseo,12.0,Descuento,Nublado,5
T05237,S002,2023-11-24,11,Friday,14:30,Piura,Residencial,Shampoo,Aseo,12.0,Combo,Lluvioso,3
T05238,S004,2023-07-06,7,Thursday,10:32,Cusco,Mixta,Jabon,Aseo,4.5,2x1,Soleado,6
T05239,S005,2023-08-14,8,Monday,08:19,Arequipa,Mixta,Agua 625ml,Bebidas,2.0,Ninguno,Nublado,5
T05240,S004,2023-12-16,12,Saturday,09:21,Trujillo,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,4
T05241,S003,2023-12-27,12,Wednesday,09:39,Cusco,Mixta,Pilsen,Alcohol,6.0,Combo,Lluvioso,4
T05242,S007,2023-11-16,11,Thursday,20:43,Trujillo,Residencial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Nublado,2
T05243,S002,2023-08-08,8,Tuesday,20:55,Lima,Comercial,Empanada,Comidas,6.5,2x1,Nublado,3
T05244,S007,2023-11-08,11,Wednesday,15:10,Cusco,Residencial,Paracetamol,Farmacia,5.0,Combo,Lluvioso,4
T05245,S001,2023-09-23,9,Saturday,18:35,Arequipa,Mixta,Agua 625ml,Bebidas,2.0,Ninguno,Lluvioso,3
T05246,S005,2023-12-31,12,Sunday,17:44,Lima,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,4
T05247,S009,2023-02-12,2,Sunday,18:04,Cusco,Residencial,Inca Kola 500ml,Bebidas,3.2,2x1,Nublado,3
T05248,S005,2023-10-13,10,Friday,20:11,Trujillo,Comercial,Sandwich,Comidas,8.0,Descuento,Lluvioso,3
T05249,S006,2023-05-16,5,Tuesday,10:39,Trujillo,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,3
T05250,S007,2023-11-03,11,Friday,08:05,Piura,Residencial,Empanada,Comidas,6.5,Ninguno,Nublado,3
T05251,S008,2023-03-16,3,Thursday,21:58,Lima,Mixta,Jabon,Aseo,4.5,Descuento,Nublado,2
T05252,S004,2023-12-14,12,Thursday,12:27,Trujillo,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3
T05253,S005,2023-07-09,7,Sunday,15:12,Trujillo,Residencial,Sandwich,Comidas,8.0,2x1,Soleado,4
T05254,S006,2023-03-02,3,Thursday,10:20,Cusco,Comercial,Doritos,Snacks,4.5,2x1,Lluvioso,3
T05255,S004,2023-12-11,12,Monday,18:55,Trujillo,Mixta,Empanada,Comidas,6.5,Combo,Nublado,3
T05256,S009,2023-03-22,3,Wednesday,13:30,Piura,Mixta,Empanada,Comidas,6.5,Ninguno,Nublado,5
T05257,S006,2023-08-25,8,Friday,17:57,Piura,Mixta,Doritos,Snacks,4.5,Ninguno,Lluvioso,4
T05258,S002,2023-05-23,5,Tuesday,14:16,Huancayo,Residencial,Oreo,Snacks,3.8,2x1,Lluvioso,2
T05259,S003,2023-09-05,9,Tuesday,20:20,Trujillo,Residencial,Sandwich,Comidas,8.0,Combo,Nublado,5
T05260,S005,2023-07-11,7,Tuesday,07:00,Huancayo,Comercial,Oreo,Snacks,3.8,Ninguno,Nublado,3
T05261,S001,2023-06-06,6,Tuesday,12:39,Cusco,Mixta,Paracetamol,Farmacia,5.0,Descuento,Lluvioso,3
T05262,S008,2023-04-06,4,Thursday,18:47,Huancayo,Residencial,Chocolate,Snacks,4.0,Ninguno,Lluvioso,3
T05263,S006,2023-01-12,1,Thursday,20:56,Trujillo,Comercial,Chocolate,Snacks,4.0,Descuento,Lluvioso,4
T05264,S003,2023-01-10,1,Tuesday,08:23,Huancayo,Residencial,Chocolate,Snacks,4.0,Ninguno,Nublado,1
T05265,S006,2023-12-28,12,Thursday,09:26,Lima,Residencial,Oreo,Snacks,3.8,Combo,Soleado,2
T05266,S004,2023-03-11,3,Saturday,21:47,Arequipa,Residencial,Empanada,Comidas,6.5,Ninguno,Nublado,2
T05267,S009,2023-06-22,6,Thursday,19:54,Huancayo,Mixta,Cristal,Alcohol,5.5,2x1,Nublado,3
T05268,S010,2023-02-15,2,Wednesday,14:28,Trujillo,Comercial,Chocolate,Snacks,4.0,Combo,Soleado,3
T05269,S009,2023-12-20,12,Wednesday,17:15,Trujillo,Mixta,Jabon,Aseo,4.5,Ninguno,Lluvioso,2
T05270,S004,2023-12-27,12,Wednesday,11:41,Huancayo,Mixta,Inca Kola 500ml,Bebidas,3.2,Descuento,Nublado,2
T05271,S008,2023-12-19,12,Tuesday,18:54,Cusco,Comercial,Hot Dog,Comidas,7.5,Ninguno,Nublado,2
T05272,S003,2023-03-23,3,Thursday,17:59,Piura,Residencial,Empanada,Comidas,6.5,Ninguno,Lluvioso,4
T05273,S005,2023-05-24,5,Wednesday,20:53,Piura,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,1
T05274,S002,2023-03-04,3,Saturday,13:33,Trujillo,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,2
T05275,S006,2023-10-19,10,Thursday,13:38,Lima,Residencial,Gatorade,Bebidas,4.0,Ninguno,Nublado,2
T05276,S007,2023-09-23,9,Saturday,11:39,Piura,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,4
T05277,S009,2023-01-08,1,Sunday,16:44,Arequipa,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,5
T05278,S001,2023-05-06,5,Saturday,20:41,Arequipa,Comercial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,2
T05279,S001,2023-11-30,11,Thursday,20:58,Huancayo,Mixta,Sandwich,Comidas,8.0,Ninguno,Nublado,3
T05280,S009,2023-02-07,2,Tuesday,11:13,Trujillo,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,5
T05281,S002,2023-12-13,12,Wednesday,19:48,Lima,Residencial,Jabon,Aseo,4.5,Ninguno,Nublado,3
T05282,S007,2023-11-02,11,Thursday,12:58,Lima,Residencial,Agua 625ml,Bebidas,2.0,Combo,Nublado,1
T05283,S005,2023-09-17,9,Sunday,17:35,Arequipa,Comercial,Jabon,Aseo,4.5,2x1,Soleado,2
T05284,S008,2023-02-27,2,Monday,13:11,Cusco,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3
T05285,S001,2023-02-07,2,Tuesday,09:43,Arequipa,Residencial,Jabon,Aseo,4.5,Combo,Lluvioso,5
T05286,S008,2023-05-04,5,Thursday,08:49,Trujillo,Comercial,Sandwich,Comidas,8.0,Ninguno,Nublado,1
T05287,S001,2023-04-01,4,Saturday,10:35,Lima,Mixta,Cristal,Alcohol,5.5,Ninguno,Lluvioso,1
T05288,S004,2023-08-25,8,Friday,12:38,Lima,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,1
T05289,S004,2023-11-13,11,Monday,21:19,Lima,Residencial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,3
T05290,S008,2023-03-10,3,Friday,09:31,Lima,Comercial,Doritos,Snacks,4.5,Ninguno,Soleado,2
T05291,S009,2023-03-13,3,Monday,22:54,Trujillo,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,4
T05292,S001,2023-11-09,11,Thursday,12:01,Arequipa,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,2
T05293,S009,2023-08-21,8,Monday,12:56,Trujillo,Residencial,Empanada,Comidas,6.5,Ninguno,Soleado,4
T05294,S002,2023-04-26,4,Wednesday,10:59,Cusco,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3
T05295,S003,2023-02-02,2,Thursday,14:25,Piura,Residencial,Lays,Snacks,4.2,Descuento,Lluvioso,2
T05296,S001,2023-02-08,2,Wednesday,13:42,Piura,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,3
T05297,S005,2023-11-02,11,Thursday,16:00,Cusco,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Nublado,3
T05298,S003,2023-07-26,7,Wednesday,08:59,Cusco,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,2
T05299,S009,2023-07-06,7,Thursday,08:44,Lima,Comercial,Ibuprofeno,Farmacia,6.0,2x1,Lluvioso,5
T05300,S002,2023-04-28,4,Friday,14:13,Cusco,Mixta,Lays,Snacks,4.2,Ninguno,Soleado,2
T05301,S010,2023-06-16,6,Friday,09:02,Arequipa,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2
T05302,S006,2023-01-19,1,Thursday,18:42,Lima,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2
T05303,S010,2023-01-16,1,Monday,19:28,Piura,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,1
T05304,S007,2023-02-17,2,Friday,13:21,Cusco,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,3
T05305,S009,2023-04-24,4,Monday,19:14,Arequipa,Comercial,Doritos,Snacks,4.5,2x1,Nublado,4
T05306,S009,2023-11-06,11,Monday,10:37,Lima,Mixta,Oreo,Snacks,3.8,Ninguno,Soleado,2
T05307,S008,2023-02-22,2,Wednesday,19:09,Arequipa,Residencial,Agua 625ml,Bebidas,2.0,2x1,Soleado,4
T05308,S007,2023-08-09,8,Wednesday,14:41,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,1
T05309,S009,2023-11-21,11,Tuesday,18:55,Huancayo,Mixta,Lays,Snacks,4.2,Descuento,Lluvioso,4
T05310,S002,2023-07-18,7,Tuesday,16:41,Trujillo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3
T05311,S007,2023-03-13,3,Monday,13:10,Arequipa,Residencial,Jabon,Aseo,4.5,Ninguno,Lluvioso,2
T05312,S008,2023-07-27,7,Thursday,07:53,Arequipa,Residencial,Jabon,Aseo,4.5,Ninguno,Nublado,4
T05313,S008,2023-10-24,10,Tuesday,12:24,Cusco,Mixta,Empanada,Comidas,6.5,Descuento,Nublado,2
T05314,S003,2023-07-25,7,Tuesday,10:56,Huancayo,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Lluvioso,3
T05315,S009,2023-04-11,4,Tuesday,20:22,Huancayo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3
T05316,S009,2023-01-02,1,Monday,15:54,Cusco,Residencial,Inca Kola 500ml,Bebidas,3.2,Combo,Soleado,1
T05317,S007,2023-12-11,12,Monday,17:14,Arequipa,Residencial,Chocolate,Snacks,4.0,Ninguno,Nublado,7
T05318,S010,2023-12-30,12,Saturday,22:07,Cusco,Comercial,Empanada,Comidas,6.5,2x1,Nublado,4
T05319,S001,2023-06-01,6,Thursday,18:37,Trujillo,Residencial,Doritos,Snacks,4.5,Ninguno,Soleado,1
T05320,S006,2023-08-07,8,Monday,18:19,Cusco,Comercial,Doritos,Snacks,4.5,Ninguno,Soleado,4
T05321,S002,2023-10-31,10,Tuesday,15:13,Lima,Mixta,Pilsen,Alcohol,6.0,Ninguno,Soleado,2
T05322,S002,2023-05-14,5,Sunday,17:03,Arequipa,Mixta,Jabon,Aseo,4.5,2x1,Nublado,3
T05323,S007,2023-08-15,8,Tuesday,08:09,Lima,Comercial,Ibuprofeno,Farmacia,6.0,Descuento,Nublado,3
T05324,S006,2023-01-31,1,Tuesday,20:00,Piura,Comercial,Gatorade,Bebidas,4.0,Ninguno,Nublado,3
T05325,S007,2023-04-07,4,Friday,15:47,Piura,Residencial,Doritos,Snacks,4.5,Ninguno,Lluvioso,2
T05326,S001,2023-06-03,6,Saturday,09:31,Lima,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,4
T05327,S002,2023-06-29,6,Thursday,15:35,Cusco,Residencial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,1
T05328,S002,2023-11-09,11,Thursday,19:39,Lima,Mixta,Oreo,Snacks,3.8,2x1,Soleado,6
T05329,S003,2023-11-30,11,Thursday,18:27,Lima,Comercial,Shampoo,Aseo,12.0,Combo,Nublado,1
T05330,S009,2023-07-29,7,Saturday,22:24,Arequipa,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,5
T05331,S002,2023-10-12,10,Thursday,15:58,Huancayo,Comercial,Empanada,Comidas,6.5,Ninguno,Soleado,1
T05332,S010,2023-07-02,7,Sunday,21:56,Trujillo,Residencial,Jabon,Aseo,4.5,Ninguno,Lluvioso,1
T05333,S006,2023-01-05,1,Thursday,11:33,Lima,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2
T05334,S003,2023-06-15,6,Thursday,17:09,Huancayo,Mixta,Jabon,Aseo,4.5,Ninguno,Lluvioso,3
T05335,S002,2023-10-16,10,Monday,10:34,Trujillo,Mixta,Cristal,Alcohol,5.5,Descuento,Soleado,3
T05336,S001,2023-09-29,9,Friday,13:51,Arequipa,Residencial,Empanada,Comidas,6.5,2x1,Soleado,5
T05337,S004,2023-04-23,4,Sunday,07:46,Lima,Residencial,Cristal,Alcohol,5.5,2x1,Lluvioso,5
T05338,S008,2023-01-10,1,Tuesday,10:47,Cusco,Comercial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,4
T05339,S001,2023-10-25,10,Wednesday,10:47,Cusco,Residencial,Doritos,Snacks,4.5,Ninguno,Lluvioso,1
T05340,S005,2023-11-05,11,Sunday,18:31,Arequipa,Mixta,Pilsen,Alcohol,6.0,Ninguno,Nublado,2
T05341,S009,2023-10-30,10,Monday,10:56,Cusco,Comercial,Gatorade,Bebidas,4.0,Ninguno,Nublado,2
T05342,S006,2023-05-06,5,Saturday,10:49,Huancayo,Comercial,Lays,Snacks,4.2,2x1,Nublado,3
T05343,S010,2023-11-08,11,Wednesday,17:38,Piura,Mixta,Cristal,Alcohol,5.5,Combo,Nublado,2
T05344,S003,2023-04-27,4,Thursday,12:45,Arequipa,Residencial,Chocolate,Snacks,4.0,Ninguno,Nublado,2
T05345,S001,2023-12-13,12,Wednesday,09:36,Arequipa,Comercial,Inca Kola 500ml,Bebidas,3.2,2x1,Nublado,5
T05346,S005,2023-02-25,2,Saturday,15:04,Piura,Residencial,Sandwich,Comidas,8.0,2x1,Nublado,4
T05347,S009,2023-03-18,3,Saturday,21:24,Lima,Mixta,Pilsen,Alcohol,6.0,Descuento,Lluvioso,6
T05348,S002,2023-01-18,1,Wednesday,18:51,Trujillo,Residencial,Ibuprofeno,Farmacia,6.0,2x1,Nublado,3
T05349,S007,2023-12-15,12,Friday,15:11,Huancayo,Residencial,Inca Kola 500ml,Bebidas,3.2,Descuento,Nublado,3
T05350,S001,2023-12-05,12,Tuesday,13:29,Lima,Residencial,Sandwich,Comidas,8.0,Ninguno,Soleado,2
T05351,S008,2023-04-09,4,Sunday,16:04,Huancayo,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,1
T05352,S005,2023-07-31,7,Monday,10:04,Cusco,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,3
T05353,S004,2023-04-15,4,Saturday,15:29,Huancayo,Comercial,Gatorade,Bebidas,4.0,Ninguno,Nublado,2
T05354,S005,2023-06-15,6,Thursday,18:50,Cusco,Residencial,Agua 625ml,Bebidas,2.0,Combo,Soleado,2
T05355,S007,2023-07-22,7,Saturday,17:37,Piura,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,3
T05356,S001,2023-01-08,1,Sunday,15:14,Lima,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,3
T05357,S007,2023-08-31,8,Thursday,10:25,Lima,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3
T05358,S003,2023-02-05,2,Sunday,08:48,Arequipa,Comercial,Agua 625ml,Bebidas,2.0,Combo,Nublado,5
T05359,S004,2023-10-12,10,Thursday,12:27,Arequipa,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Nublado,2
T05360,S005,2023-04-22,4,Saturday,20:53,Trujillo,Residencial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,2
T05361,S003,2023-04-08,4,Saturday,21:58,Trujillo,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Soleado,4
T05362,S001,2023-06-06,6,Tuesday,17:00,Huancayo,Mixta,Jabon,Aseo,4.5,2x1,Lluvioso,5
T05363,S005,2023-10-18,10,Wednesday,10:41,Cusco,Comercial,Lays,Snacks,4.2,Ninguno,Nublado,3
T05364,S007,2023-09-02,9,Saturday,13:35,Trujillo,Residencial,Jabon,Aseo,4.5,2x1,Soleado,4
T05365,S008,2023-11-29,11,Wednesday,11:56,Huancayo,Mixta,Chocolate,Snacks,4.0,2x1,Soleado,3
T05366,S010,2023-07-06,7,Thursday,18:57,Piura,Comercial,Jabon,Aseo,4.5,Ninguno,Lluvioso,5
T05367,S008,2023-01-18,1,Wednesday,12:05,Lima,Comercial,Jabon,Aseo,4.5,Ninguno,Soleado,3
T05368,S008,2023-05-06,5,Saturday,16:04,Trujillo,Comercial,Paracetamol,Farmacia,5.0,Combo,Nublado,6
T05369,S001,2023-09-19,9,Tuesday,22:19,Cusco,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Nublado,4
T05370,S001,2023-09-29,9,Friday,09:00,Piura,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,4
T05371,S004,2023-10-02,10,Monday,09:11,Cusco,Mixta,Cristal,Alcohol,5.5,Ninguno,Lluvioso,2
T05372,S009,2023-11-21,11,Tuesday,14:48,Piura,Residencial,Lays,Snacks,4.2,Combo,Nublado,5
T05373,S010,2023-05-21,5,Sunday,20:36,Arequipa,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,1
T05374,S005,2023-05-05,5,Friday,12:02,Trujillo,Comercial,Jabon,Aseo,4.5,Ninguno,Soleado,2
T05375,S003,2023-06-24,6,Saturday,20:51,Piura,Residencial,Paracetamol,Farmacia,5.0,Descuento,Lluvioso,3
T05376,S005,2023-10-10,10,Tuesday,07:04,Cusco,Comercial,Cristal,Alcohol,5.5,2x1,Soleado,2
T05377,S001,2023-12-27,12,Wednesday,09:54,Arequipa,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Nublado,3
T05378,S005,2023-01-20,1,Friday,13:48,Trujillo,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Nublado,2
T05379,S009,2023-07-26,7,Wednesday,12:13,Huancayo,Mixta,Shampoo,Aseo,12.0,Descuento,Nublado,3
T05380,S008,2023-09-03,9,Sunday,14:51,Cusco,Comercial,Paracetamol,Farmacia,5.0,Descuento,Soleado,7
T05381,S004,2023-04-07,4,Friday,17:40,Cusco,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,4
T05382,S002,2023-08-07,8,Monday,18:49,Huancayo,Comercial,Jabon,Aseo,4.5,Ninguno,Lluvioso,4
T05383,S004,2023-11-26,11,Sunday,14:56,Huancayo,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,3
T05384,S005,2023-08-02,8,Wednesday,09:57,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,Descuento,Nublado,4
T05385,S010,2023-09-04,9,Monday,22:56,Piura,Mixta,Cristal,Alcohol,5.5,Ninguno,Lluvioso,3
T05386,S009,2023-09-16,9,Saturday,14:26,Huancayo,Residencial,Hot Dog,Comidas,7.5,Ninguno,Nublado,2
T05387,S007,2023-10-05,10,Thursday,12:12,Lima,Comercial,Hot Dog,Comidas,7.5,Descuento,Soleado,5
T05388,S007,2023-06-16,6,Friday,07:11,Cusco,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,5
T05389,S010,2023-09-03,9,Sunday,12:39,Trujillo,Mixta,Doritos,Snacks,4.5,Ninguno,Soleado,6
T05390,S004,2023-01-02,1,Monday,14:28,Piura,Mixta,Pilsen,Alcohol,6.0,2x1,Nublado,2
T05391,S005,2023-09-18,9,Monday,07:19,Lima,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,2
T05392,S002,2023-09-20,9,Wednesday,19:20,Lima,Mixta,Pilsen,Alcohol,6.0,Ninguno,Nublado,1
T05393,S009,2023-01-02,1,Monday,22:54,Piura,Mixta,Gatorade,Bebidas,4.0,2x1,Soleado,3
T05394,S003,2023-05-01,5,Monday,11:39,Huancayo,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,2
T05395,S007,2023-04-03,4,Monday,18:57,Arequipa,Comercial,Shampoo,Aseo,12.0,Ninguno,Nublado,2
T05396,S003,2023-09-01,9,Friday,16:33,Trujillo,Residencial,Hot Dog,Comidas,7.5,Ninguno,Soleado,1
T05397,S001,2023-12-09,12,Saturday,07:50,Arequipa,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,4
T05398,S001,2023-03-01,3,Wednesday,08:36,Huancayo,Comercial,Lays,Snacks,4.2,Ninguno,Nublado,3
T05399,S002,2023-12-12,12,Tuesday,09:42,Cusco,Comercial,Gatorade,Bebidas,4.0,Ninguno,Nublado,1
T05400,S010,2023-05-31,5,Wednesday,16:44,Cusco,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,2
T05401,S007,2023-05-31,5,Wednesday,13:14,Trujillo,Comercial,Coca Cola 500ml,Bebidas,3.5,Descuento,Nublado,3
T05402,S007,2023-07-05,7,Wednesday,15:25,Trujillo,Residencial,Cristal,Alcohol,5.5,Descuento,Nublado,8
T05403,S009,2023-01-11,1,Wednesday,18:12,Trujillo,Residencial,Chocolate,Snacks,4.0,Ninguno,Lluvioso,6
T05404,S001,2023-12-27,12,Wednesday,20:37,Trujillo,Mixta,Sandwich,Comidas,8.0,Ninguno,Lluvioso,4
T05405,S009,2023-09-21,9,Thursday,21:48,Lima,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,1
T05406,S005,2023-01-11,1,Wednesday,13:26,Trujillo,Comercial,Sandwich,Comidas,8.0,Combo,Nublado,2
T05407,S004,2023-03-12,3,Sunday,19:07,Cusco,Mixta,Empanada,Comidas,6.5,Combo,Soleado,3
T05408,S005,2023-12-02,12,Saturday,13:56,Arequipa,Residencial,Oreo,Snacks,3.8,Ninguno,Soleado,2
T05409,S006,2023-02-13,2,Monday,13:17,Arequipa,Comercial,Paracetamol,Farmacia,5.0,Combo,Lluvioso,2
